Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Genres,Country,Language,Runtime,Genres,,,,,,,
Along Came the Devil,2018,16+,3.9,38%,0,1,0,0,0,"Drama,Horror,Thriller",United States,English,89,Drama,Horror,Thriller,,,,,
An American Crime,2007,18+,7.3,38%,0,0,1,0,0,"Biography,Crime,Drama,Horror",United States,English,98,Biography,Crime,Drama,Horror,,,,
Frequently Asked Questions About Time Travel,2009,13+,7.1,38%,0,0,1,0,0,"Comedy,Sci-Fi",United Kingdom,English,83,Comedy,Sci-Fi,,,,,,
Two Night Stand,2014,18+,6.4,38%,0,0,1,0,0,"Comedy,Romance",United States,English,86,Comedy,Romance,,,,,,
Nightbreed,1990,18+,6.6,38%,0,0,1,0,0,"Action,Fantasy,Horror","United Kingdom,Canada,United States",English,102,Action,Fantasy,Horror,,,,,
The Brothers Grimm,2005,13+,5.9,38%,0,0,1,0,0,"Action,Adventure,Comedy,Fantasy,Horror,Mystery,Thriller","United States,Czech Republic,United Kingdom","English,French,German,Italian",118,Action,Adventure,Comedy,Fantasy,Horror,Mystery,Thriller,
Flashbacks of a Fool,2008,18+,6.8,38%,0,0,1,0,0,Drama,United Kingdom,English,109,Drama,,,,,,,
Backstabbing for Beginners,2018,18+,6.2,38%,0,0,1,0,0,"Drama,History,Romance,Thriller","Denmark,Canada,United States","English,Persian,French",108,Drama,History,Romance,Thriller,,,,
Wassup Rockers,2005,18+,6,38%,0,0,1,0,0,"Comedy,Drama",United States,"Spanish,English",111,Comedy,Drama,,,,,,
Cesar Chavez,2014,13+,6.4,38%,0,0,1,0,0,"Biography,Drama","United States,Mexico,United Arab Emirates","English,Spanish",102,Biography,Drama,,,,,,
Meri Pyaari Bindu,2017,7+,5.9,38%,0,0,1,0,0,"Comedy,Drama,Romance",India,Hindi,117,Comedy,Drama,Romance,,,,,
Voice from the Stone,2017,18+,5.2,38%,0,0,1,0,0,"Drama,Mystery,Thriller","United States,Italy","English,Italian",94,Drama,Mystery,Thriller,,,,,
F/X2,1991,13+,5.9,38%,0,0,1,0,0,"Action,Thriller",United States,English,108,Action,Thriller,,,,,,
Ok Jaanu,2017,7+,5.2,38%,0,0,1,0,0,"Drama,Romance",India,Hindi,135,Drama,Romance,,,,,,
Pressure,2015,18+,5.6,38%,0,0,1,0,0,"Drama,Thriller",United Kingdom,English,91,Drama,Thriller,,,,,,
Nostradamus,1994,18+,5.8,38%,0,0,1,0,0,"Biography,Drama","France,United Kingdom,Germany,Romania",English,119,Biography,Drama,,,,,,
Milton's Secret,2016,7+,5.8,38%,0,0,1,0,0,"Drama,Family",Canada,English,88,Drama,Family,,,,,,
As I Lay Dying,2013,18+,5.4,38%,0,0,1,0,0,Drama,United States,English,110,Drama,,,,,,,
Black Moon Rising,1986,18+,5.5,38%,0,0,1,0,0,"Action,Crime,Thriller",United States,English,100,Action,Crime,Thriller,,,,,
Slugs,1988,18+,5.2,38%,0,0,1,0,0,Horror,"Spain,United States","English,Spanish",92,Horror,,,,,,,
Abattoir,2016,18+,4.4,38%,0,0,1,0,0,"Horror,Mystery,Thriller",United States,English,98,Horror,Mystery,Thriller,,,,,
Doc,1971,18+,6.1,38%,0,0,1,0,0,Western,United States,English,96,Western,,,,,,,
Eichmann,2007,18+,5.9,38%,0,0,1,0,0,"Biography,Drama,History,Thriller,War",United States,"English,Spanish,French,German",122,Biography,Drama,History,Thriller,War,,,
Programming The Nation?,2011,all,6.2,38%,0,0,1,0,0,Documentary,United States,English,105,Documentary,,,,,,,
Man About Town,2006,18+,5.5,38%,0,0,1,0,0,"Comedy,Drama",United States,English,96,Comedy,Drama,,,,,,
The Final Terror,1983,18+,5.2,38%,0,0,1,0,0,Horror,United States,English,82,Horror,,,,,,,
The L.A. Riot Spectacular,2005,18+,4.9,38%,0,0,1,0,0,Comedy,United States,English,80,Comedy,,,,,,,
The M Word,2014,18+,6.1,38%,0,0,1,0,0,"Comedy,Drama",United States,English,117,Comedy,Drama,,,,,,
3 Men and a Little Lady,1990,7+,5.4,38%,0,0,0,1,0,"Comedy,Drama,Family,Romance",United States,English,104,Comedy,Drama,Family,Romance,,,,
Angel Has Fallen,2019,18+,6.4,39%,1,0,0,0,0,"Action,Thriller",United States,English,121,Action,Thriller,,,,,,
2012,2009,13+,5.8,39%,1,0,0,0,0,"Action,Adventure,Sci-Fi",United States,"English,French,Tibetan,Mandarin,Russian,Hindi,Portuguese,Latin,Italian,Spanish",158,Action,Adventure,Sci-Fi,,,,,
Hot Rod,2007,13+,6.7,39%,1,0,1,0,0,"Comedy,Sport",United States,English,88,Comedy,Sport,,,,,,
Nacho Libre,2006,7+,5.7,39%,1,0,0,0,0,"Comedy,Family,Sport","United States,Mexico","English,Spanish",92,Comedy,Family,Sport,,,,,
40 Days and 40 Nights,2002,18+,5.6,39%,1,0,0,0,0,"Comedy,Romance","United States,United Kingdom,France",English,96,Comedy,Romance,,,,,,
Secret in Their Eyes,2015,13+,6.3,39%,1,0,0,0,0,"Crime,Drama,Mystery,Thriller","United States,United Kingdom,Spain,South Korea",English,111,Crime,Drama,Mystery,Thriller,,,,
Anon,2018,18+,6.1,39%,1,0,0,0,0,"Crime,Drama,Mystery,Sci-Fi,Thriller","Germany,United States,Canada",English,100,Crime,Drama,Mystery,Sci-Fi,Thriller,,,
How to Be a Latin Lover,2017,13+,5.9,39%,1,0,0,0,0,"Comedy,Drama","Mexico,United States","English,Spanish",115,Comedy,Drama,,,,,,
The Peacemaker,1997,18+,5.9,39%,1,0,0,0,0,"Action,Adventure,Thriller",United States,"English,Russian,Serbian,Bosnian,Croatian,Polish",124,Action,Adventure,Thriller,,,,,
Rugrats Go Wild,2003,7+,5.6,39%,1,0,0,0,0,"Animation,Adventure,Comedy,Family,Fantasy,Musical",United States,English,80,Animation,Adventure,Comedy,Family,Fantasy,Musical,,
Martin Lawrence Live: Runteldat,2002,18+,5.4,39%,1,0,1,0,0,"Documentary,Comedy",United States,English,113,Documentary,Comedy,,,,,,
A Life Less Ordinary,1997,18+,6.4,39%,0,1,0,0,0,"Comedy,Crime,Fantasy,Romance","United Kingdom,United States",English,103,Comedy,Crime,Fantasy,Romance,,,,
American Gun,2005,18+,6.1,39%,0,1,0,0,0,Drama,United States,English,95,Drama,,,,,,,
Feast of Love,2007,18+,6.6,39%,0,0,1,0,0,"Drama,Romance",United States,English,97,Drama,Romance,,,,,,
The City of Your Final Destination,2009,13+,6.3,39%,0,0,1,0,0,"Drama,Romance",United States,"English,Spanish,French",117,Drama,Romance,,,,,,
Nostalgia,2018,18+,5.5,39%,0,0,1,0,0,Drama,"Italy,Soviet Union","Russian,Italian",125,Drama,,,,,,,
Tell Your Children,1936,7+,3.8,39%,0,0,1,0,0,"Crime,Drama",United States,English,66,Crime,Drama,,,,,,
Seeing Other People,2004,18+,5.8,39%,0,0,1,0,0,"Comedy,Romance",United States,English,90,Comedy,Romance,,,,,,
Cars 2,2011,all,6.1,39%,0,0,0,1,0,"Animation,Adventure,Comedy,Family,Sport",United States,"English,Japanese,Italian,French",106,Animation,Adventure,Comedy,Family,Sport,,,
Newsies,1992,7+,7,39%,0,0,0,1,0,"Drama,Family,History,Musical",United States,English,121,Drama,Family,History,Musical,,,,
Equilibrium,2002,18+,7.4,40%,1,0,0,0,0,"Action,Drama,Sci-Fi,Thriller",United States,English,107,Action,Drama,Sci-Fi,Thriller,,,,
Bloodsport,1988,18+,6.8,40%,1,0,0,0,0,"Action,Biography,Drama,Sport",United States,English,92,Action,Biography,Drama,Sport,,,,
The Core,2003,13+,5.5,40%,1,0,1,0,0,"Action,Adventure,Sci-Fi,Thriller","United States,Germany,Canada,United Kingdom,Italy,France",English,135,Action,Adventure,Sci-Fi,Thriller,,,,
The Super,2018,18+,5.9,40%,1,0,0,0,0,"Horror,Mystery,Thriller",United States,English,90,Horror,Mystery,Thriller,,,,,
Pete Davidson: Alive from New York,2020,18+,5.9,40%,1,0,0,0,0,Comedy,United States,English,49,Comedy,,,,,,,
Revenger,2018,18+,5.7,40%,1,0,0,0,0,"Action,Crime,Thriller","France,Canada,United States",English,95,Action,Crime,Thriller,,,,,
Lila & Eve,2015,18+,5.8,40%,1,0,1,0,0,"Crime,Drama,Mystery,Thriller",United States,English,94,Crime,Drama,Mystery,Thriller,,,,
Lady Bloodfight,2016,18+,5.6,40%,1,0,0,0,0,"Action,Crime,Drama,Thriller",Hong Kong,English,100,Action,Crime,Drama,Thriller,,,,
Tremors: A Cold Day in Hell,2018,13+,5,40%,1,0,0,0,0,"Action,Adventure,Comedy,Horror,Sci-Fi,Thriller","United States,South Africa",English,98,Action,Adventure,Comedy,Horror,Sci-Fi,Thriller,,
El Camino Christmas,2017,18+,5.7,40%,1,0,0,0,0,"Comedy,Crime,Western",United States,English,89,Comedy,Crime,Western,,,,,
DragonHeart: A New Beginning,2000,7+,4.5,40%,1,0,0,0,0,"Action,Adventure,Comedy,Family,Fantasy",United States,English,84,Action,Adventure,Comedy,Family,Fantasy,,,
Mercy Black,2019,16+,4.9,40%,1,0,0,0,0,"Horror,Mystery,Thriller",United States,English,88,Horror,Mystery,Thriller,,,,,
Twin Murders: The Silence of the White City,2019,18+,5.2,40%,1,0,0,0,0,"Action,Adventure,Crime,Drama,Horror,Mystery,Thriller",Spain,Spanish,110,Action,Adventure,Crime,Drama,Horror,Mystery,Thriller,
Mantra,2017,13+,5.2,40%,1,0,1,0,0,"Drama,Family",India,English,90,Drama,Family,,,,,,
Middle Men,2009,18+,6.8,40%,0,1,1,0,0,"Comedy,Crime,Drama",United States,English,105,Comedy,Crime,Drama,,,,,
Tank Girl,1995,18+,5.3,40%,0,1,0,0,0,"Action,Comedy,Sci-Fi","United States,United Kingdom",English,104,Action,Comedy,Sci-Fi,,,,,
The Last Word,2017,18+,6.6,40%,0,1,0,0,0,"Drama,Romance,Sci-Fi","United Kingdom,Sweden,Denmark,Ireland","English,Sign Languages",92,Drama,Romance,Sci-Fi,,,,,
Where Hands Touch,2018,13+,6.2,40%,0,1,0,0,0,"Drama,Romance,War",United Kingdom,English,122,Drama,Romance,War,,,,,
Run the Race,2019,7+,5.9,40%,0,1,1,0,0,"Drama,Sport",United States,English,101,Drama,Sport,,,,,,
Some Kind of Hero,1982,18+,5.8,40%,0,1,1,0,0,"Comedy,Crime,Drama,War",United States,English,97,Comedy,Crime,Drama,War,,,,
Unplanned,2019,18+,5.8,40%,0,0,1,0,0,"Biography,Drama",United States,English,109,Biography,Drama,,,,,,
The Possession,2012,13+,5.9,40%,0,0,1,0,0,"Horror,Mystery,Thriller","United States,Canada",English,92,Horror,Mystery,Thriller,,,,,
Dalida,2016,7+,6.9,40%,0,0,1,0,0,"Biography,Drama,Music",France,"French,Italian,English,Arabic",127,Biography,Drama,Music,,,,,
Gringo,2018,18+,6.1,40%,0,0,1,0,0,"Action,Comedy,Crime,Drama","Australia,United States,Mexico","English,Spanish,French,Yoruba",111,Action,Comedy,Crime,Drama,,,,
Death Rides a Horse,1967,18+,7.1,40%,0,0,1,0,0,Western,Italy,Italian,120,Western,,,,,,,
Night of the Demons,1988,18+,6.2,40%,0,0,1,0,0,"Comedy,Fantasy,Horror",United States,English,90,Comedy,Fantasy,Horror,,,,,
The Slumber Party Massacre,1982,18+,5.7,40%,0,0,1,0,0,Horror,United States,English,77,Horror,,,,,,,
The Strangers: Prey at Night,2018,18+,5.2,40%,0,0,1,0,0,Horror,"United Kingdom,United States",English,85,Horror,,,,,,,
School of Life,2017,13+,6.8,40%,0,0,1,0,0,"Comedy,Drama,Family",France,French,116,Comedy,Drama,Family,,,,,
Phantasm III: Lord of the Dead,1994,18+,6.1,40%,0,0,1,0,0,"Action,Fantasy,Horror,Sci-Fi",United States,English,91,Action,Fantasy,Horror,Sci-Fi,,,,
Extremities,1986,18+,6.3,40%,0,0,1,0,0,"Drama,Thriller",United States,English,89,Drama,Thriller,,,,,,
Hatchet II,2010,18+,5.5,40%,0,0,1,0,0,"Action,Comedy,Horror,Thriller",United States,English,85,Action,Comedy,Horror,Thriller,,,,
Madman,1981,18+,5.3,40%,0,0,1,0,0,"Horror,Thriller",United States,English,88,Horror,Thriller,,,,,,
Combat Shock,1986,18+,6.4,40%,0,0,1,0,0,"Drama,Horror,Thriller,War",United States,English,91,Drama,Horror,Thriller,War,,,,
Casino Jack,2010,18+,6.2,40%,0,0,1,0,0,"Biography,Comedy,Crime,Drama",Canada,English,108,Biography,Comedy,Crime,Drama,,,,
The Stray,2017,7+,5.4,40%,0,0,1,0,0,"Drama,Family",United States,"English,Spanish",92,Drama,Family,,,,,,
Tenderness,2009,18+,5.5,40%,0,0,1,0,0,"Crime,Drama,Thriller",United States,English,101,Crime,Drama,Thriller,,,,,
Illuminata,1998,18+,6.1,40%,0,0,1,0,0,"Drama,Romance","Spain,United States,Japan",English,119,Drama,Romance,,,,,,
Falling Overnight,2011,18+,6.7,40%,0,0,1,0,0,"Drama,Romance",United States,English,86,Drama,Romance,,,,,,
Tara Road,2005,7+,6,40%,0,0,1,0,0,Drama,Ireland,English,97,Drama,,,,,,,
Harlequin,1980,7+,6.2,40%,0,0,1,0,0,"Drama,Fantasy,Mystery,Thriller",Australia,English,95,Drama,Fantasy,Mystery,Thriller,,,,
Strays,1997,18+,5.6,40%,0,0,1,0,0,"Crime,Drama",United States,English,105,Crime,Drama,,,,,,
Age of Heroes,2011,18+,5.6,40%,0,0,1,0,0,"Action,Adventure,Drama,Thriller,War",United Kingdom,"English,Norwegian",90,Action,Adventure,Drama,Thriller,War,,,
3 Nights in the Desert,2014,18+,5.1,40%,0,0,1,0,0,Drama,United States,English,90,Drama,,,,,,,
The Sand,2015,16+,3.8,40%,0,0,1,0,0,"Comedy,Horror,Sci-Fi,Thriller",United States,English,84,Comedy,Horror,Sci-Fi,Thriller,,,,
They Wait,2007,18+,5.3,40%,0,0,1,0,0,"Horror,Mystery,Thriller",Canada,English,99,Horror,Mystery,Thriller,,,,,
The Black Cat,1981,18+,5.9,40%,0,0,1,0,0,Horror,"Italy,United States",English,120,Horror,,,,,,,
Under the Bed,2012,18+,4.6,40%,0,0,1,0,0,"Drama,Horror",United States,English,87,Drama,Horror,,,,,,
The Jimmy Show,2002,18+,5.2,40%,0,0,1,0,0,"Comedy,Drama",United States,English,96,Comedy,Drama,,,,,,
Wetlands,2017,18+,4.3,40%,0,0,1,0,0,"Comedy,Drama",Germany,German,109,Comedy,Drama,,,,,,
6 Ways to Die,2015,18+,4,40%,0,0,1,0,0,"Crime,Mystery,Thriller",United States,English,103,Crime,Mystery,Thriller,,,,,
Blood Hunters,2016,18+,4.2,40%,0,0,1,0,0,Action,United States,English,70,Action,,,,,,,
Diving,2017,18+,5.7,40%,0,0,1,0,0,Drama,France,"French,English,Arabic",102,Drama,,,,,,,
Hackney's Finest,2014,18+,4.6,40%,0,0,1,0,0,"Action,Comedy,Crime","United Kingdom,France",English,90,Action,Comedy,Crime,,,,,
The Ape,1940,all,4.6,40%,0,0,1,0,0,"Adventure,Horror,Sci-Fi",United States,English,100,Adventure,Horror,Sci-Fi,,,,,
13th Child,2002,18+,2.9,40%,0,0,1,0,0,"Horror,Mystery,Thriller",United States,English,99,Horror,Mystery,Thriller,,,,,
Maleficent: Mistress of Evil,2019,7+,6.6,40%,0,0,0,1,0,"Adventure,Family,Fantasy","United States,United Kingdom,Canada",English,119,Adventure,Family,Fantasy,,,,,
Mickey's Once Upon a Christmas,1999,all,7.2,40%,0,0,0,1,0,"Animation,Comedy,Family,Fantasy",United States,English,66,Animation,Comedy,Family,Fantasy,,,,
Red Tails,2012,13+,5.9,40%,0,0,0,1,0,"Action,Drama,History,War",United States,"English,Italian,German",125,Action,Drama,History,War,,,,
Lilo & Stitch 2: Stitch Has a Glitch,2005,7+,6.3,40%,0,0,0,1,0,"Animation,Comedy,Drama,Family,Sci-Fi",United States,"English,French,Spanish",68,Animation,Comedy,Drama,Family,Sci-Fi,,,
The Black Hole,1979,7+,6,40%,0,0,0,1,0,"Action,Sci-Fi",United States,English,98,Action,Sci-Fi,,,,,,
Leroy & Stitch,2006,all,6.2,40%,0,0,0,1,0,"Animation,Action,Adventure,Comedy,Drama,Family,Sci-Fi",United States,English,73,Animation,Action,Adventure,Comedy,Drama,Family,Sci-Fi,
The Even Stevens Movie,2003,all,6.2,40%,0,0,0,1,0,"Comedy,Family",United States,English,93,Comedy,Family,,,,,,
Honey I Blew Up the Kid,1992,7+,4.8,40%,0,0,0,1,0,"Adventure,Comedy,Family,Romance,Sci-Fi",United States,English,89,Adventure,Comedy,Family,Romance,Sci-Fi,,,
The Brave Little Toaster to the Rescue,1997,all,6.3,40%,0,0,0,1,0,"Animation,Adventure,Family,Fantasy",United States,"Chinese,Mandarin,Japanese,Korean,French,English",74,Animation,Adventure,Family,Fantasy,,,,
Herbie Goes Bananas,1980,all,5,40%,0,0,0,1,0,"Adventure,Comedy,Family,Fantasy",United States,"English,Spanish",100,Adventure,Comedy,Family,Fantasy,,,,
The Brave Little Toaster Goes to Mars,1998,all,5.7,40%,0,0,0,1,0,"Animation,Adventure,Family,Sci-Fi",United States,English,73,Animation,Adventure,Family,Sci-Fi,,,,
Life-Size 2,2018,16+,4.8,40%,0,0,0,1,0,"Comedy,Fantasy",United States,English,81,Comedy,Fantasy,,,,,,
Inspector Gadget 2,2003,all,3.4,40%,0,0,0,1,0,"Action,Comedy,Crime,Family,Sci-Fi",United States,English,89,Action,Comedy,Crime,Family,Sci-Fi,,,
Hancock,2008,13+,6.4,41%,1,0,0,0,0,"Action,Fantasy",United States,"Vietnamese,English,Japanese",92,Action,Fantasy,,,,,,
Den of Thieves,2018,18+,7,41%,1,0,0,0,0,"Action,Crime,Drama,Mystery,Thriller",United States,"English,Polynesian,Spanish",140,Action,Crime,Drama,Mystery,Thriller,,,
He's Just Not That Into You,2009,13+,6.4,41%,1,0,0,0,0,"Comedy,Drama,Romance","Germany,United States",English,129,Comedy,Drama,Romance,,,,,
"To Wong Foo, Thanks for Everything! Julie Newmar",1995,13+,6.6,41%,1,0,0,0,0,"Comedy,Drama",United States,"English,French,Italian",109,Comedy,Drama,,,,,,
Horns,2013,18+,6.5,41%,1,0,0,0,0,"Comedy,Crime,Drama,Fantasy,Mystery,Thriller","United States,Canada",English,120,Comedy,Crime,Drama,Fantasy,Mystery,Thriller,,
Dinner for Schmucks,2010,13+,5.9,41%,1,0,0,0,0,Comedy,United States,English,114,Comedy,,,,,,,
Imagine That,2009,7+,5.6,41%,1,0,1,0,0,"Comedy,Drama,Family,Fantasy","United States,Germany",English,107,Comedy,Drama,Family,Fantasy,,,,
Casa De Mi Padre,2012,18+,5.5,41%,1,0,0,0,0,"Comedy,Western","United States,Mexico","Spanish,English",84,Comedy,Western,,,,,,
The Longshots,2008,7+,5.4,41%,1,0,0,0,0,"Biography,Comedy,Drama,Family,Sport",United States,English,94,Biography,Comedy,Drama,Family,Sport,,,
Vincent N Roxxy,2016,18+,5.5,41%,1,0,0,0,0,"Crime,Drama,Thriller",United States,English,102,Crime,Drama,Thriller,,,,,
The Tall Man,2012,18+,5.9,41%,0,1,1,0,0,"Crime,Drama,Horror,Mystery,Thriller","United States,Canada,France",English,106,Crime,Drama,Horror,Mystery,Thriller,,,
The Flowers of War,2011,18+,7.6,41%,0,0,1,0,0,"Drama,History,Romance,War","China,Hong Kong","Mandarin,English,Japanese,Shanghainese",146,Drama,History,Romance,War,,,,
Brimstone,2016,18+,7.1,41%,0,0,1,0,0,"Drama,Mystery,Thriller,Western","Netherlands,France,Germany,Belgium,Sweden,United Kingdom,United States","English,Dutch",148,Drama,Mystery,Thriller,Western,,,,
The Four Feathers,2002,13+,6.5,41%,0,0,1,0,0,"Action,Adventure,Drama,Romance,War","United Kingdom,United States",English,132,Action,Adventure,Drama,Romance,War,,,
The Greatest Story Ever Told,1965,all,6.6,41%,0,0,1,0,0,"Biography,Drama,History",United States,English,260,Biography,Drama,History,,,,,
The Heart is Deceitful Above All Things,2004,18+,6.4,41%,0,0,1,0,0,Drama,"United States,United Kingdom,France,Japan",English,98,Drama,,,,,,,
Ted Bundy,2002,18+,5.8,41%,0,0,1,0,0,"Biography,Crime,Drama,Horror,Thriller","United Kingdom,United States",English,99,Biography,Crime,Drama,Horror,Thriller,,,
Henry's Crime,2010,18+,6,41%,0,0,1,0,0,"Comedy,Crime,Drama,Romance",United States,English,108,Comedy,Crime,Drama,Romance,,,,
In Secret,2013,18+,6.1,41%,0,0,1,0,0,"Crime,Drama,Thriller","Serbia,Hungary,United States",English,107,Crime,Drama,Thriller,,,,,
The English Teacher,2013,18+,5.8,41%,0,0,1,0,0,"Comedy,Drama",United States,English,93,Comedy,Drama,,,,,,
Blackball,2003,18+,5.6,41%,0,0,1,0,0,"Comedy,Drama,Sport",United Kingdom,English,96,Comedy,Drama,Sport,,,,,
Strangerland,2015,18+,5.2,41%,0,0,1,0,0,"Drama,Mystery,Thriller","Ireland,Australia",English,112,Drama,Mystery,Thriller,,,,,
The Little Traitor,2009,7+,6.9,41%,0,0,1,0,0,Drama,"Israel,United States","Hebrew,English",88,Drama,,,,,,,
A Little Help,2010,18+,5.6,41%,0,0,1,0,0,"Comedy,Drama,Romance",United States,English,109,Comedy,Drama,Romance,,,,,
The Lizzie McGuire Movie,2003,7+,5.5,41%,0,0,0,1,0,"Adventure,Comedy,Family,Music,Romance",United States,"English,Italian",94,Adventure,Comedy,Family,Music,Romance,,,
Herbie Fully Loaded,2005,all,4.8,41%,0,0,0,1,0,"Adventure,Comedy,Family,Fantasy,Romance,Sport",United States,English,101,Adventure,Comedy,Family,Fantasy,Romance,Sport,,
The Dirt,2019,18+,7,42%,1,0,0,0,0,"Biography,Comedy,Drama,Music",United States,English,107,Biography,Comedy,Drama,Music,,,,
Just Friends,2005,13+,6.2,42%,1,0,0,0,0,"Comedy,Romance","Germany,United States,Canada",English,96,Comedy,Romance,,,,,,
Can't Hardly Wait,1998,13+,6.5,42%,1,0,0,0,0,"Comedy,Romance",United States,English,100,Comedy,Romance,,,,,,
Center Stage,2000,13+,6.7,42%,1,0,0,0,0,"Drama,Music,Romance",United States,English,115,Drama,Music,Romance,,,,,
Race to Witch Mountain,2009,7+,5.7,42%,1,0,0,0,0,"Action,Adventure,Family,Fantasy,Sci-Fi,Thriller",United States,English,98,Action,Adventure,Family,Fantasy,Sci-Fi,Thriller,,
The Laundromat,2019,18+,6.3,42%,1,0,0,0,0,"Comedy,Crime,Drama,History",United States,"English,Mandarin,Spanish,Russian",95,Comedy,Crime,Drama,History,,,,
Guess Who,2005,13+,5.9,42%,1,0,0,0,0,"Comedy,Romance",United States,English,105,Comedy,Romance,,,,,,
Moonwalkers,2015,18+,6.1,42%,1,0,0,0,0,"Action,Comedy","France,Belgium",English,107,Action,Comedy,,,,,,
Star Trek: The Motion Picture,1979,7+,6.4,42%,0,1,1,0,0,"Adventure,Mystery,Sci-Fi",United States,"English,Klingon",132,Adventure,Mystery,Sci-Fi,,,,,
The Prodigy,2019,18+,5.8,42%,0,1,1,0,0,"Horror,Thriller","United States,Canada",English,92,Horror,Thriller,,,,,,
What Men Want,2019,18+,5.2,42%,0,1,1,0,0,"Comedy,Fantasy,Romance",United States,"English,Mandarin",117,Comedy,Fantasy,Romance,,,,,
Spinning Man,2018,18+,5.6,42%,0,1,0,0,0,"Drama,Mystery,Thriller","Ireland,Sweden,United States",English,100,Drama,Mystery,Thriller,,,,,
The Tomorrow Man,2019,13+,5.7,42%,0,1,0,0,0,"Drama,Romance",United States,English,94,Drama,Romance,,,,,,
Airplane II: The Sequel,1982,7+,6.2,42%,0,0,1,0,0,"Comedy,Sci-Fi",United States,English,85,Comedy,Sci-Fi,,,,,,
47 Meters Down: Uncaged,2019,13+,5,42%,0,0,1,0,0,"Adventure,Drama,Horror,Thriller","United Kingdom,United States",English,90,Adventure,Drama,Horror,Thriller,,,,
Happythankyoumoreplease,2011,18+,6.8,42%,0,0,1,0,0,"Comedy,Drama,Romance",United States,English,100,Comedy,Drama,Romance,,,,,
The Phantom,1996,7+,4.9,42%,0,0,1,0,0,"Action,Adventure,Comedy,Fantasy","Australia,United States",English,100,Action,Adventure,Comedy,Fantasy,,,,
The Town That Dreaded Sundown,1976,18+,6.1,42%,0,0,1,0,0,"Crime,Drama,Horror,Mystery,Thriller",United States,English,90,Crime,Drama,Horror,Mystery,Thriller,,,
